air_temperature,process_temperature,temperature,rotational_speed,rpm,torque,tool_wear,vibration,pressure,current,operating_hours,failure
25.1,34.37,68.92,1171.3,1193.5,53.53,9.4,3.272,5.585,10.63,1053.9,0
26.66,36.88,64.17,1866.3,1870.5,34.24,1.9,0.433,7.873,14.13,4676.7,0
29.7,39.95,75.69,1496.2,1428.8,40.76,54.3,2.705,4.531,18.63,2750.8,0
30.27,40.35,64.73,1633.1,1452.5,35.71,35.0,0.885,6.956,13.66,2520.3,0
29.81,39.92,74.59,1952.0,1898.9,33.7,35.1,2.836,3.667,18.67,1897.1,0
28.42,38.46,66.03,1516.3,1586.6,41.9,40.5,5.835,3.61,9.61,2465.9,0
24.34,34.55,65.52,1767.2,1745.4,33.37,22.6,1.48,3.73,7.8,2318.2,0
27.82,38.57,63.53,1770.7,1741.8,31.92,64.6,0.889,5.253,19.72,4434.0,0
24.37,35.59,65.56,2387.1,2423.2,23.81,20.6,1.389,5.186,12.37,5030.5,0
23.88,33.12,65.9,1490.9,1492.4,40.65,112.1,2.185,6.223,14.38,326.9,0
27.33,37.16,61.63,1099.2,1061.6,50.67,62.2,0.302,5.943,11.56,844.3,0
27.9,37.47,60.86,1178.5,1201.0,47.07,19.0,1.433,5.249,16.08,86.0,0
28.66,38.09,72.96,987.0,1013.7,54.92,6.6,0.921,6.034,21.82,3304.3,0
27.84,36.23,61.46,1758.4,1872.5,33.25,7.5,0.477,5.12,11.92,1337.6,0
27.91,37.94,66.97,1177.8,1243.2,48.51,9.2,1.668,6.408,8.72,2204.7,0
24.88,35.36,65.71,2127.9,2110.3,28.97,16.6,3.32,4.106,10.33,128.2,0
26.64,36.48,62.38,1372.0,1371.5,47.09,1.6,0.821,6.267,15.2,2533.5,0
23.84,33.83,74.74,1005.2,939.5,56.44,13.0,2.068,3.063,10.28,2317.4,0
22.84,33.26,59.94,1177.5,1167.1,44.98,15.6,2.225,7.878,11.52,4844.9,0
28.33,39.74,68.87,1269.1,1293.3,56.62,11.4,1.755,3.919,6.62,738.5,0
25.34,34.92,56.7,1892.3,1890.5,34.01,2.7,0.141,3.794,16.15,1224.5,0
28.59,37.42,73.52,1669.5,1611.0,38.66,22.2,1.072,7.699,18.01,3890.1,0
29.07,38.98,58.07,2085.5,2053.2,30.84,134.4,0.548,4.705,11.47,3118.4,0
25.61,37.49,63.36,1493.9,1458.4,40.35,6.3,3.094,7.536,12.23,3993.3,0
28.03,36.87,59.44,1374.1,1404.1,42.7,7.5,0.833,5.592,15.78,2507.6,0
25.53,36.18,62.44,1575.8,1603.9,40.26,41.6,2.491,3.065,17.16,439.3,0
23.16,34.32,60.0,1763.1,1767.2,35.26,0.5,1.125,5.155,15.28,3268.2,0
27.1,34.73,60.24,1746.7,1770.7,35.09,2.3,1.318,2.002,15.4,3645.4,0
25.91,36.32,71.86,1422.6,1407.3,43.45,20.4,2.063,6.187,13.52,27.5,0
25.97,36.57,68.72,1435.3,1391.6,38.41,14.0,0.481,6.813,17.57,545.3,0
30.8,40.53,58.95,2114.9,2102.5,28.48,23.2,1.358,6.372,16.85,1708.8,0
23.8,33.15,70.32,2989.7,2994.2,21.03,78.2,0.836,4.401,11.54,1894.5,0
27.62,37.03,70.78,1840.1,1852.5,34.05,95.6,2.931,5.795,13.51,941.7,0
24.86,34.53,57.73,2067.1,2037.5,26.18,43.5,4.083,3.478,17.29,5230.0,0
28.67,38.36,67.17,1789.4,1703.2,31.64,19.2,2.807,6.291,17.22,2556.3,0
27.45,36.96,76.92,1748.4,1757.8,35.77,220.5,5.919,6.883,12.61,5143.2,1
27.61,37.26,72.55,1609.5,1516.1,38.54,1.5,0.377,4.548,14.79,3028.2,0
24.96,36.15,78.75,1676.4,1657.1,33.34,163.4,1.213,4.348,13.36,5404.7,0
25.32,34.1,72.44,983.5,902.5,61.91,34.3,1.588,3.972,7.47,2707.4,0
28.7,36.96,51.22,2173.0,2227.0,27.39,16.5,0.631,7.805,21.21,3127.8,0
30.39,41.6,78.54,1061.3,1099.2,52.09,67.3,2.428,4.379,13.53,1490.7,0
27.81,37.62,67.0,1503.5,1545.2,38.37,23.0,2.877,7.292,11.78,5670.2,0
25.06,34.67,62.16,1802.7,1740.1,33.42,69.6,2.105,5.254,14.81,5491.0,0
27.53,37.42,58.97,1313.3,1238.9,45.88,70.8,0.896,3.357,13.17,347.4,0
31.7,41.91,69.61,1668.0,1773.0,35.47,38.8,0.683,4.446,20.37,1012.2,0
27.05,36.53,79.87,2035.7,2040.3,31.93,29.6,3.05,5.202,19.58,3848.0,0
29.77,40.28,79.79,1149.9,1054.0,57.9,79.8,0.924,4.559,14.87,5557.9,0
25.37,34.41,58.32,3342.3,3320.2,18.06,10.5,3.833,6.558,18.63,736.4,0
26.77,36.46,58.83,1597.5,1551.8,37.55,206.1,2.624,5.238,15.99,2064.5,1
28.09,35.87,72.29,1420.0,1455.2,41.9,87.5,3.344,5.619,8.27,597.9,0
27.64,38.82,62.62,1040.0,982.6,54.08,68.3,0.85,5.034,15.05,3089.0,0
25.32,35.14,62.89,1653.1,1626.8,36.02,55.8,0.871,5.004,12.75,482.9,0
25.23,35.9,63.2,944.2,976.5,66.61,82.9,0.245,4.633,12.07,2061.8,0
28.83,39.3,75.1,1307.8,1318.2,47.59,48.0,0.483,4.963,17.3,5632.2,0
29.23,39.78,70.52,3342.3,3318.2,16.33,8.4,2.176,7.433,23.31,5288.5,0
29.87,39.87,58.23,2282.4,2227.2,25.46,42.3,2.462,5.288,11.9,5694.3,0
30.46,40.85,68.34,1443.5,1455.2,42.37,92.7,11.35,6.233,15.95,208.8,0
27.12,36.16,69.29,2040.1,1944.7,28.56,25.8,2.314,6.474,15.33,804.2,0
26.23,35.06,61.75,1353.7,1369.1,45.48,58.1,2.798,3.972,22.78,643.7,0
29.55,39.45,69.32,1819.3,1819.4,35.46,111.1,0.844,3.782,13.25,3912.0,0
28.28,37.6,71.81,2192.8,2174.9,28.04,23.3,0.866,3.258,21.83,4758.0,0
24.89,36.31,55.11,2066.3,2014.5,30.35,25.5,1.482,4.267,7.65,5857.5,0
24.78,35.16,59.3,1201.1,1217.2,48.52,15.2,1.387,6.445,12.45,3423.2,0
27.83,37.12,81.1,2947.0,2957.7,19.77,27.9,1.853,2.802,18.41,4278.4,0
26.5,36.22,64.01,1115.9,1071.0,50.45,76.0,0.324,6.085,6.49,625.0,0
26.8,36.93,66.93,1251.9,1130.3,50.75,2.5,3.973,4.132,13.87,2875.5,0
29.0,38.93,67.88,1633.0,1634.2,36.69,107.1,3.53,6.294,9.44,3616.7,0
28.37,38.64,64.01,2329.2,2384.7,25.96,42.0,0.394,4.599,9.48,3712.8,0
29.51,39.58,64.12,1362.6,1345.4,45.56,52.9,0.914,6.19,21.85,1258.9,0
22.99,31.6,65.66,1678.0,1659.5,35.14,14.6,2.443,6.443,19.0,1902.6,0
27.36,35.21,70.0,2417.9,2428.2,24.85,38.1,2.879,4.276,15.66,4110.7,0
28.24,37.87,64.89,999.3,956.2,59.09,16.7,4.36,4.884,20.06,2694.3,0
23.8,34.36,62.12,1985.6,1971.2,31.16,20.9,1.274,4.574,16.93,5621.3,0
25.54,35.18,63.36,2369.7,2419.3,25.28,14.0,0.8,5.198,18.87,3973.1,0
25.17,36.41,53.16,1545.0,1554.4,42.85,28.2,0.677,5.239,16.14,1636.7,0
26.89,36.85,68.44,1541.1,1625.0,39.32,57.9,0.458,6.216,13.4,1070.7,0
30.11,41.46,65.21,1014.4,1022.6,54.86,48.3,3.716,8.877,12.13,3945.4,0
30.9,42.05,79.74,1566.0,1595.5,36.19,44.7,0.377,7.393,14.06,4925.7,0
25.22,36.27,68.14,1726.7,1700.0,36.3,28.1,3.712,3.333,8.44,2003.2,0
27.9,36.7,63.99,1472.5,1458.8,43.35,15.3,1.17,3.831,15.45,5579.0,0
27.97,37.98,69.43,1403.7,1412.0,42.0,2.2,2.197,6.221,21.07,4128.4,0
27.63,38.85,76.23,1503.2,1563.5,42.3,99.0,1.997,4.169,11.58,5988.2,0
27.65,37.92,53.55,1381.6,1373.2,42.72,4.4,0.445,4.449,14.51,2759.7,0
27.46,38.01,70.67,1591.9,1636.1,41.65,55.7,0.719,3.774,6.42,3470.6,0
30.23,38.84,59.7,1681.6,1743.5,35.84,7.1,3.451,5.208,15.35,3574.4,0
29.05,40.97,72.59,1087.2,1184.9,48.33,4.7,1.402,3.474,26.8,4139.7,0
24.73,33.94,72.48,1636.8,1645.3,36.4,26.8,5.547,7.141,15.69,2289.5,0
28.44,36.45,64.55,1219.3,1238.8,48.04,26.2,6.176,7.435,20.0,3894.2,1
28.63,38.28,72.61,1105.3,1078.4,53.88,20.9,1.981,3.048,13.04,977.8,0
27.48,35.03,67.33,1773.0,1789.9,33.22,32.8,0.574,6.41,17.4,5347.0,0
29.11,38.03,69.4,973.0,998.1,64.04,163.2,2.713,6.294,12.51,3448.6,0
27.23,39.78,68.44,1717.9,1710.7,32.87,43.3,1.681,6.101,15.83,1760.9,0
27.25,36.87,61.46,1650.7,1584.8,32.95,2.8,0.37,5.697,8.23,2683.0,0
27.09,35.66,66.95,1321.7,1303.7,45.4,70.1,7.025,6.101,21.1,5809.7,1
22.81,32.84,65.62,1157.3,1031.5,44.42,26.7,2.836,6.075,16.98,2379.3,0
26.69,35.79,70.48,1590.8,1585.2,40.72,22.5,1.626,3.854,17.87,5755.6,0
25.51,36.38,65.03,1202.0,1147.5,48.18,178.8,1.177,4.703,13.29,4386.3,0
24.48,33.59,63.21,1383.9,1403.9,42.53,1.7,1.365,7.676,16.91,1675.7,0
29.72,39.99,72.61,1028.3,1141.5,60.66,46.6,2.604,5.541,20.87,4730.0,0
27.86,36.71,72.85,1451.1,1498.0,39.47,58.5,2.799,5.904,11.99,5338.6,0
26.79,39.39,67.09,2137.9,2102.0,31.46,4.2,1.366,7.966,18.04,1910.8,0
25.72,36.22,62.62,1828.1,1883.7,34.48,10.7,0.57,6.66,14.95,3789.0,0
27.44,37.3,76.13,1268.3,1283.7,44.71,36.6,3.119,8.711,21.23,4061.4,0
28.83,38.54,63.23,1329.6,1361.0,44.86,6.1,2.188,5.164,12.1,2354.4,0
25.2,34.64,59.4,1546.6,1537.3,42.06,38.5,0.57,5.006,12.89,4511.9,0
26.84,36.08,73.74,1812.3,1862.8,31.5,61.9,1.514,5.2,18.92,3053.5,0
28.59,37.8,61.84,1215.0,1174.1,51.09,9.9,1.363,6.17,14.35,2828.1,0
22.98,34.66,68.02,1051.5,959.9,59.37,40.1,1.703,6.929,16.98,790.1,0
26.73,36.18,67.2,1376.6,1346.1,40.29,89.5,1.146,6.225,18.04,2996.8,0
25.99,33.86,58.13,972.2,988.9,58.11,12.6,5.805,6.996,17.0,1471.1,1
26.58,35.42,62.47,1323.6,1295.3,48.66,50.3,2.052,4.147,8.13,3509.7,0
25.85,36.77,78.16,933.3,974.6,62.19,33.7,1.181,5.259,17.66,1949.8,0
27.13,36.87,75.82,1410.8,1420.8,44.73,30.1,3.108,6.978,12.38,4444.7,0
30.7,40.56,78.92,1447.9,1422.4,41.37,56.7,1.345,5.292,9.03,4397.2,0
26.2,37.37,82.59,1147.2,1149.9,48.42,17.2,2.886,3.54,21.95,3724.1,0
27.43,36.66,77.27,1759.9,1603.1,35.66,27.2,3.256,7.342,19.65,2320.7,0
30.84,41.47,82.25,1220.7,1251.5,44.07,19.2,1.133,4.175,10.18,157.7,0
25.75,35.08,68.18,1164.3,1176.2,53.31,34.5,0.182,5.297,5.64,2160.5,0
30.48,41.06,70.82,1339.3,1298.7,48.2,44.2,1.707,5.574,14.05,2535.8,0
26.86,36.47,63.53,1602.8,1650.9,39.69,38.4,2.188,2.813,21.7,4078.9,0
30.41,40.17,63.22,1396.5,1372.4,42.0,41.6,2.909,3.973,11.07,2653.3,0
28.35,39.17,71.26,1220.9,1228.8,47.58,9.2,0.291,4.787,13.22,3857.2,0
27.46,38.21,72.43,1177.9,1160.1,47.24,40.8,2.661,6.897,10.63,3557.0,0
26.72,36.55,66.79,1184.2,1096.9,47.5,1.1,0.525,5.857,16.31,1650.3,0
25.6,35.13,66.9,1241.8,1225.1,43.39,79.5,5.512,9.454,14.58,4623.8,0
27.0,38.6,70.94,1835.5,1745.8,31.75,0.6,1.611,8.405,11.85,4339.2,0
28.64,39.23,65.23,1633.2,1635.2,33.35,12.0,3.675,5.142,9.03,1010.7,0
26.82,36.43,66.79,1279.6,1283.5,44.61,73.0,4.628,5.781,15.95,3004.8,0
26.22,35.56,62.51,1186.2,1206.8,48.31,14.7,3.487,4.112,18.44,332.5,0
26.35,37.37,68.2,1289.5,1251.9,47.02,1.5,4.204,4.348,12.7,2350.0,0
28.83,38.95,71.89,1978.6,1926.5,33.25,36.4,3.139,4.166,17.56,569.8,0
29.3,39.14,72.85,1493.3,1510.8,38.49,2.4,2.501,2.854,14.73,1239.5,0
25.52,35.63,65.45,1871.9,1759.1,28.26,19.2,2.153,3.891,23.03,2322.8,0
25.51,35.85,70.87,2223.7,2232.3,26.09,26.9,4.914,7.715,20.47,5552.9,0
27.61,37.55,65.38,1527.8,1584.8,40.81,22.9,1.818,6.381,16.73,3167.9,0
29.91,41.11,68.28,1075.5,1053.1,53.58,11.8,4.247,2.501,15.32,1527.5,0
29.14,40.4,64.61,1493.5,1548.7,41.0,5.5,1.641,4.786,15.45,1252.0,0
24.35,34.88,68.33,1059.0,1075.5,59.08,33.2,1.975,6.64,15.03,2579.2,0
26.32,37.7,67.23,1464.5,1527.8,38.36,68.4,3.066,4.47,14.59,4113.9,0
24.99,35.0,65.45,1419.7,1446.9,40.31,57.3,3.563,5.972,7.88,2658.8,0
26.31,37.01,62.12,1921.2,1905.2,30.09,103.9,1.314,1.926,21.96,5416.9,0
30.06,41.06,76.17,1585.5,1581.9,36.53,82.2,2.647,2.963,10.29,4706.6,0
24.0,35.02,63.83,2282.6,2251.7,28.1,37.3,2.567,4.536,20.32,4265.5,0
23.61,34.53,59.56,2468.4,2427.1,24.55,31.9,0.658,5.616,10.52,167.3,0
25.19,35.82,63.38,2129.6,2152.1,28.27,23.4,2.579,5.964,13.28,4174.7,0
27.42,39.38,68.8,1458.9,1454.1,40.85,4.6,4.187,2.637,15.38,1702.2,0
28.09,37.55,74.51,1927.2,1889.6,32.63,27.6,0.639,5.379,15.41,996.9,0
27.72,37.57,71.91,1601.5,1659.4,35.0,8.8,0.974,6.886,8.91,928.0,0
29.2,38.99,61.0,1406.2,1429.2,44.1,2.4,1.621,3.555,18.39,4944.7,0
23.32,32.96,62.39,2534.2,2401.3,24.51,136.3,0.469,5.436,12.73,3665.2,0
29.23,37.24,67.77,1624.7,1653.4,40.81,3.7,2.519,5.675,17.27,4354.7,0
26.23,37.6,68.13,1229.9,1192.3,48.48,70.9,0.741,6.568,22.69,2861.3,0
28.31,37.29,60.49,1205.6,1256.3,49.35,95.3,0.484,5.964,14.86,5378.2,0
24.2,34.37,61.26,1408.9,1451.1,45.17,2.0,2.791,5.431,15.87,5725.5,0
26.86,35.44,61.65,1528.0,1585.5,39.48,39.4,1.621,4.955,10.46,4436.7,0
27.32,37.94,64.5,1664.4,1697.6,33.76,1.6,0.706,5.433,15.14,5758.5,0
29.16,38.38,65.25,1380.9,1441.2,39.18,69.3,1.038,8.179,10.22,5665.0,0
23.68,32.54,58.71,1097.5,986.8,56.53,97.8,3.624,3.722,14.28,860.6,0
26.91,37.11,71.26,1585.2,1503.3,42.73,147.4,1.825,3.887,16.35,3387.9,0
24.68,33.98,53.94,1535.8,1581.3,38.93,35.7,2.033,5.817,10.0,4285.2,0
27.86,37.29,77.92,1285.5,1217.0,45.64,29.7,0.521,3.481,11.35,1832.1,0
28.4,38.58,71.25,1602.0,1583.9,40.5,23.8,1.446,3.333,17.54,3414.9,0
29.42,40.22,74.07,1451.0,1494.9,42.26,43.7,2.63,9.112,13.99,1407.9,0
25.78,34.96,61.51,1478.5,1605.4,37.53,133.9,0.569,5.705,14.01,4643.0,0
28.7,37.71,62.54,1719.1,1734.3,35.85,28.8,0.607,6.245,20.39,1301.2,0
29.57,39.6,56.38,1354.7,1359.9,49.96,15.9,0.778,5.305,10.32,3556.0,0
23.56,34.1,62.02,2715.4,2613.0,20.5,147.7,2.844,6.82,9.59,5213.7,0
28.07,39.54,70.68,1154.8,1174.3,44.79,1.7,0.655,5.904,16.15,5422.7,0
28.77,37.7,66.36,1698.0,1696.6,35.23,34.2,1.57,3.997,23.51,1876.2,0
26.33,36.01,65.96,3017.1,3062.7,20.95,32.1,0.424,6.096,17.23,1837.5,0
24.43,35.6,65.91,1717.4,1745.4,30.25,0.6,0.612,4.51,14.68,934.2,0
28.74,40.71,76.01,1643.9,1692.0,39.64,4.3,2.51,4.967,16.1,2531.0,0
24.45,33.46,74.5,1268.5,1214.3,41.01,29.9,3.169,4.55,13.31,5231.0,0
26.49,35.75,64.32,1329.1,1368.9,47.4,31.1,1.199,3.098,19.8,162.4,0
26.77,37.15,70.05,965.6,935.7,48.08,48.4,0.406,6.52,11.62,2884.5,0
28.28,37.7,56.16,2342.9,2287.3,24.53,6.6,1.582,3.333,13.64,5300.9,0
25.6,34.84,56.99,1478.3,1461.3,43.78,99.8,1.87,5.551,21.22,2474.3,0
25.48,35.73,60.62,1323.4,1324.1,47.29,75.4,0.654,1.961,15.47,3489.2,0
27.05,38.6,57.55,1288.0,1297.8,42.19,103.9,1.302,6.999,17.98,5566.8,0
28.86,37.55,67.62,1472.3,1408.5,45.02,50.2,0.544,5.637,11.21,5082.8,0
31.42,42.92,70.3,2815.4,2875.5,20.67,58.5,0.427,5.128,12.3,4671.7,0
23.84,33.26,63.74,1914.5,1954.8,30.1,0.5,1.271,5.418,15.11,3343.0,0
27.48,37.83,72.69,1208.4,1264.2,53.66,62.3,0.814,5.947,15.67,1590.2,0
24.68,36.27,71.41,1566.7,1648.8,37.2,31.7,3.526,6.302,13.71,4104.8,0
28.89,39.21,61.7,1094.7,1068.3,62.23,8.2,2.884,6.703,9.26,2503.7,0
24.97,34.68,62.31,2005.2,2074.8,27.22,52.2,1.619,7.203,16.35,5167.5,0
25.5,36.22,62.94,1064.7,1039.6,55.64,92.5,0.674,8.367,15.44,2855.8,0
25.67,35.5,61.15,1738.9,1754.2,33.89,3.8,3.244,5.801,19.12,5646.5,0
26.7,37.22,60.97,1370.9,1412.7,48.62,5.6,1.915,4.408,8.2,5383.8,0
27.5,37.29,65.26,1510.0,1508.7,37.05,86.2,1.952,5.608,10.55,4911.7,0
27.82,38.68,74.23,1537.5,1577.2,41.16,79.4,1.174,2.079,12.12,2654.6,0
26.84,35.44,65.74,1382.1,1342.0,45.96,13.0,2.916,3.592,6.15,3408.3,0
24.19,33.18,67.74,1778.3,1781.5,33.87,10.0,1.118,5.819,17.0,1523.5,0
28.31,36.9,70.72,1230.2,1262.1,48.01,9.2,4.129,5.273,14.29,140.1,1
26.74,36.69,64.83,1385.9,1401.8,37.34,8.8,0.473,6.337,12.69,3494.6,0
29.17,37.64,59.75,1474.8,1407.0,41.78,30.8,5.215,5.235,14.94,3298.0,0
25.43,34.74,51.66,3342.3,3314.3,13.55,12.5,0.832,5.669,10.14,3522.8,0
23.65,32.54,53.48,1674.9,1653.3,36.63,96.0,4.066,4.937,13.3,4738.7,0
26.78,38.26,60.2,1183.0,1201.1,52.64,33.1,0.863,6.128,18.38,147.1,0
29.44,38.45,77.75,1157.0,1244.2,46.95,58.8,1.634,4.636,8.11,3765.5,0
27.17,35.89,63.45,1329.4,1261.0,48.87,18.0,3.41,3.484,11.47,584.3,0
26.45,36.7,58.44,1491.5,1443.8,40.53,31.1,2.099,7.035,16.39,3709.1,0
25.11,36.8,67.45,1161.6,1240.3,56.76,2.8,1.512,6.297,22.05,974.1,0
30.37,40.25,60.56,1225.0,1271.9,42.88,2.2,1.472,6.313,18.32,5583.2,0
24.79,34.75,55.01,1713.1,1722.5,33.4,130.9,2.592,8.183,15.3,5400.0,0
25.4,36.69,70.46,1117.2,1138.7,48.55,8.7,1.226,3.778,21.63,5944.9,0
27.99,38.87,75.96,1355.1,1386.8,49.23,73.1,5.093,6.878,11.41,2023.9,0
23.14,33.56,57.37,1351.6,1361.5,46.3,43.7,0.363,5.796,19.09,2170.6,0
29.4,38.82,68.4,1854.2,1859.1,35.97,115.5,0.898,3.113,17.05,5834.5,0
28.1,38.55,61.88,1430.3,1497.9,42.81,5.8,0.8,5.861,18.7,1119.6,0
28.65,37.29,73.77,1133.9,1052.7,53.93,76.2,1.339,6.46,23.21,3670.2,0
27.97,37.34,71.83,1282.3,1344.5,44.78,12.3,1.854,3.91,12.28,1048.5,0
26.53,37.96,70.91,2327.8,2264.4,25.22,114.3,6.108,4.657,13.65,600.6,0
24.72,36.03,57.06,1760.9,1834.3,33.71,7.5,1.059,4.889,14.53,2299.3,0
26.57,37.01,65.49,1838.2,1831.6,33.25,21.9,2.477,4.05,19.57,4212.7,0
24.9,32.97,71.68,1983.2,1971.1,32.46,52.1,0.615,6.741,9.25,2313.2,0
27.82,36.61,67.1,3207.3,3146.1,18.89,40.2,0.505,7.879,19.43,2085.7,0
28.46,37.78,79.25,1132.7,1177.6,58.91,11.3,2.553,4.73,5.97,3942.2,0
29.8,39.63,72.66,2020.2,2041.2,31.24,80.5,1.835,5.246,16.62,456.2,0
27.59,36.34,59.01,1858.9,1855.1,31.96,36.5,0.728,5.905,10.78,5560.7,0
28.7,38.45,65.1,2940.8,2896.6,20.58,39.3,1.671,7.152,13.75,5356.6,0
26.26,38.02,59.67,1255.9,1306.9,48.66,9.5,0.831,3.197,13.15,333.9,0
25.89,36.29,74.63,1628.2,1617.1,39.09,32.7,2.853,5.793,15.87,2064.0,0
27.8,38.02,68.71,1757.8,1736.9,36.49,74.3,1.494,4.463,15.59,4023.8,0
26.08,35.06,68.42,1799.0,1860.2,37.02,36.3,0.296,5.478,20.39,721.0,0
27.39,35.75,71.04,1308.3,1337.0,45.88,27.8,7.426,6.112,10.93,333.0,1
24.73,33.5,59.68,1685.1,1806.3,35.2,9.6,3.468,6.623,15.2,5481.2,0
25.09,33.41,56.07,3026.3,3032.3,20.11,35.4,2.192,5.953,15.85,5184.1,0
28.12,38.2,78.79,2097.8,2206.0,27.08,125.6,0.736,4.803,13.48,282.1,0
28.62,39.01,66.35,2386.4,2414.0,26.57,26.2,0.161,5.101,15.21,4477.2,0
24.88,33.91,63.68,1171.4,1210.5,42.75,40.2,2.117,6.137,13.94,2236.3,0
28.19,38.34,68.46,1255.3,1261.3,49.3,22.2,2.83,4.049,21.15,4606.6,0
25.78,37.25,72.13,1143.2,1173.8,54.66,22.2,0.537,6.723,18.07,1440.7,0
26.88,38.84,60.39,2764.5,2816.1,23.65,6.6,2.226,3.022,17.15,1811.8,0
29.68,40.45,75.42,1377.0,1379.5,46.2,36.7,0.834,8.987,23.93,2778.4,0
28.46,38.29,75.81,1837.3,1807.1,33.85,6.3,2.408,7.694,14.25,4191.1,0
28.44,39.18,66.05,863.3,837.7,69.23,117.2,0.551,5.645,18.05,1837.2,0
30.67,42.02,65.06,1021.9,1038.5,53.84,8.3,2.6,6.255,12.26,3000.0,0
25.44,33.44,54.2,1076.4,1063.4,57.02,6.1,5.854,5.768,15.69,358.6,1
24.88,36.36,69.27,1217.3,1226.6,48.02,61.7,0.428,5.244,13.67,5679.4,0
25.41,34.86,60.39,1395.1,1430.6,43.82,4.1,0.658,6.097,15.25,1735.9,0
26.34,35.81,69.13,1718.1,1741.1,35.97,152.6,2.703,5.255,17.96,1461.2,0
22.14,31.79,66.27,1770.2,1821.6,34.01,8.4,1.103,4.809,14.85,4771.1,0
26.44,36.76,68.61,1931.0,1940.6,32.0,14.0,0.357,6.72,16.31,4642.4,0
25.76,34.65,70.29,1248.6,1207.1,46.18,16.4,1.493,5.085,12.4,1981.1,0
28.42,38.13,65.16,1076.5,1057.4,55.6,13.7,1.1,5.582,10.37,5462.2,0
27.55,38.08,63.48,1437.8,1465.3,36.43,36.6,1.801,5.204,14.24,880.5,0
25.65,35.87,65.16,1836.8,1898.2,32.78,22.9,3.596,5.56,11.94,2247.8,0
28.03,38.41,68.81,2312.1,2320.9,25.16,28.2,0.961,5.527,19.01,463.5,0
28.3,37.97,65.9,1431.3,1398.3,42.45,28.5,0.608,3.76,16.12,4185.8,0
25.31,36.01,76.97,1155.5,1182.0,52.29,25.1,0.582,2.123,13.7,5415.1,0
25.86,36.92,56.51,1114.7,1191.0,52.79,21.9,3.728,4.866,15.61,4137.7,0
22.4,33.4,65.39,1066.6,1081.4,53.78,77.3,0.255,6.575,14.88,5125.4,0
24.67,35.1,55.68,1292.1,1245.8,44.15,67.5,1.832,6.64,10.19,3799.0,0
25.37,36.3,66.45,1396.9,1323.1,40.9,7.4,1.306,5.639,13.98,107.3,0
27.0,37.87,74.68,910.0,996.4,52.82,9.5,2.289,3.972,14.34,3060.8,0
24.96,37.64,53.72,1943.7,1950.7,28.9,45.2,1.793,3.01,18.1,2072.0,0
25.82,37.04,68.32,1528.7,1477.2,35.59,63.7,1.566,6.179,8.65,5756.2,0
24.4,34.31,66.48,1078.4,1063.0,57.11,18.2,3.017,7.382,13.26,4638.6,0
27.19,36.28,65.07,1915.6,2017.8,29.25,27.1,1.96,5.617,19.37,5368.8,0
27.7,37.44,63.35,1401.9,1479.5,39.66,5.1,1.504,7.961,13.6,4020.2,0
27.65,37.32,66.31,1305.4,1299.3,46.31,17.1,2.41,6.585,18.45,1859.3,0
26.87,37.39,69.61,1304.4,1256.8,40.83,17.1,1.391,5.141,16.74,5561.2,0
23.77,33.07,51.89,1253.0,1327.7,51.49,5.5,1.578,3.73,18.18,5184.2,0
25.61,36.8,65.36,1013.6,1061.9,55.26,8.5,0.371,4.526,13.97,2033.9,0
26.04,34.65,65.47,1265.8,1271.9,44.8,7.5,4.237,2.122,9.19,5537.1,0
26.04,34.41,67.99,1110.8,982.1,53.9,5.1,6.683,6.458,15.5,2057.0,1
27.0,36.86,78.32,1905.1,1913.6,30.71,244.4,2.194,5.888,17.03,4087.6,0
29.7,38.86,72.6,1437.5,1475.9,38.42,12.5,1.759,6.754,19.52,3952.8,0
28.47,37.22,67.64,996.9,986.8,64.05,25.0,4.723,5.181,11.51,1417.3,0
24.87,34.24,61.84,890.9,856.3,59.43,97.7,2.742,4.589,13.69,5947.7,0
28.21,37.45,62.51,2215.7,2158.8,27.23,30.4,0.185,5.575,13.48,4551.2,0
28.13,38.14,67.32,1478.1,1486.3,39.87,8.3,1.735,4.961,21.62,5304.6,0
25.24,34.62,62.12,1497.3,1430.4,41.36,35.9,2.458,6.629,14.47,2221.7,0
28.55,38.01,65.1,1325.3,1348.9,44.17,7.1,4.848,7.499,16.19,5754.4,0
26.53,36.52,68.85,1012.4,945.3,52.74,27.8,0.906,4.593,15.8,2629.7,0
24.03,35.04,74.64,992.9,964.0,58.39,7.7,1.088,7.677,6.11,2026.2,0
27.76,39.23,76.03,1382.4,1336.8,40.37,24.9,1.825,7.332,16.14,1951.8,0
27.28,37.43,72.05,1176.8,1123.0,51.22,15.4,1.48,4.944,14.44,3438.9,0
26.39,36.62,74.29,1309.7,1247.9,46.48,126.6,0.806,5.816,10.77,4496.7,0
26.78,36.59,65.09,1367.1,1433.0,39.79,131.1,0.562,4.887,23.59,5083.6,0
25.41,35.89,61.9,2652.9,2646.6,23.02,6.9,2.536,5.063,20.95,3476.4,0
28.07,38.46,74.02,1234.7,1170.8,50.18,20.9,0.957,4.093,16.24,1541.8,0
26.76,38.09,65.61,1289.7,1323.9,46.05,14.1,2.443,4.004,15.62,175.2,0
27.18,35.29,59.95,1347.1,1309.6,43.9,93.7,4.574,6.478,22.87,5389.1,1
27.56,37.33,75.7,2050.9,2120.6,30.19,122.0,1.066,4.149,19.51,425.2,0
